snapshot_date,expiry,option_type,strike,bid,ask,last,volume,open_interest,spot,multiplier,mid,spread,quote_valid,invalid_reason,time_to_expiry_days,time_to_expiry,forward,log_moneyness,no_arbitrage_pass,arbitrage_note,iv,iv_error,arb_lower_bound,arb_upper_bound,quality,butterfly_ok
2026-09-04,2026-09-08,put,752.0,0.11,0.12,0.12,639.0,581.0,773.17,100,0.1149999999999999,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.0280694721536052,True,,0.1392667801498635,,0.0,751.6704284045312,good,True
2026-09-04,2026-09-08,call,753.0,19.96,20.75,20.68,257.0,296.0,773.17,100,20.355,0.7899999999999991,True,,4.0,0.010958904109589,773.4072830881462,-0.0267405683035514,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,20.39833939021196,773.0683295346428,good,True
2026-09-04,2026-09-08,put,753.0,0.12,0.13,0.13,1565.0,923.0,773.17,100,0.125,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0267405683035514,True,,0.1356300239496815,,0.0,752.6699901444308,good,True
2026-09-04,2026-09-08,call,754.0,19.0,19.77,19.39,631.0,340.0,773.17,100,19.385,0.7699999999999996,True,,4.0,0.010958904109589,773.4072830881462,-0.025413428095489,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,19.39877765031224,773.0683295346428,good,False
2026-09-04,2026-09-08,put,754.0,0.14,0.15,0.14,677.0,927.0,773.17,100,0.145,0.0099999999999999,True,,4.0,0.010958904109589,773.4072830881462,-0.025413428095489,True,,0.1334414033882951,,0.0,753.6695518843305,good,False
2026-09-04,2026-09-08,call,755.0,17.99,18.75,18.37,1518.0,311.0,773.17,100,18.37,0.7600000000000016,True,,4.0,0.010958904109589,773.4072830881462,-0.0240880468544203,False,below_european_lower_bound,,market_price is below the no-arbitrage lower bound.,18.39921591041264,773.0683295346428,good,True
2026-09-04,2026-09-08,put,755.0,0.15,0.16,0.17,2090.0,1413.0,773.17,100,0.155,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.0240880468544203,True,,0.1292474159656217,,0.0,754.6691136242301,good,True
2026-09-04,2026-09-08,call,756.0,17.04,17.8,17.77,2533.0,244.0,773.17,100,17.42,0.7600000000000016,True,,4.0,0.010958904109589,773.4072830881462,-0.022764419923912,True,,0.0909512578555674,,17.39965417051303,773.0683295346428,good,False
2026-09-04,2026-09-08,put,756.0,0.18,0.19,0.17,877.0,1033.0,773.17,100,0.185,0.01,True,,4.0,0.010958904109589,773.4072830881462,-0.022764419923912,True,,0.1276264534793608,,0.0,755.6686753641297,good,False
2026-09-04,2026-09-08,call,757.0,16.05,16.81,16.46,1695.0,178.0,773.17,100,16.43,0.759999999999998,True,,4.0,0.010958904109589,773.4072830881462,-0.0214425426659962,True,,0.0906547030685165,,16.400092430613313,773.0683295346428,good,True
